employee_id,first_name,last_name,email,phone,hire_date,job_id,department_id
946,James,Lee,monteshannah@gmail.com,001-646-784-1491,10-10-2023,7,5
947,Kevin,Shaw,micheal72@gmail.com,(368)452-6339x2197,12-04-2022,1,4
948,Ronald,Wagner,qruiz@hotmail.com,001-747-517-0306x661,11-07-2018,2,2
949,Jamie,Strong,darlene39@freeman.com,(493)437-2028,05-05-2016,5,4
950,Christopher,Riley,xowens@james-ramirez.org,+1-412-342-2998x1254,12-07-2016,4,1
951,James,Meyer,tammy72@fisher.org,+1-808-589-9179x257,26-06-2017,1,3
952,Luke,Chaney,cdavis@williams.info,+1-302-431-9586x170,15-07-2022,3,5
953,Anita,Stewart,lindsay68@davidson.info,001-099-289-1748x9449,17-02-2016,6,4
954,Nicholas,Jones,evanschristine@yahoo.com,001-491-284-8648x15737,11-08-2017,4,5
955,Sydney,Hanson,melissa71@hotmail.com,001-019-646-6164,04-05-2024,2,4
956,Sandra,Miranda,cburch@fuller.com,001-546-580-9367x90895,10-04-2025,1,5
957,Frederick,Thomas,taylorkevin@dickson.org,955-129-1865x16084,08-02-2024,1,3
958,Daniel,Morgan,ymartin@gmail.com,189-727-3125x3467,24-04-2024,7,5
959,Ian,Wilson,randy57@pruitt.net,+1-047-923-4910x35621,17-07-2023,1,5
960,Tina,Johnson,bhenderson@herrera.com,037-232-4117,08-07-2019,4,3
961,Chase,Perry,gbailey@yahoo.com,+1-466-292-0192x0623,30-10-2022,5,5
962,James,Greene,joshuaperez@rhodes-allen.org,892-351-7387x189,03-06-2025,3,3
963,Kimberly,Gonzalez,jeanette53@hotmail.com,781-382-1266x9939,22-03-2018,2,2
964,Ana,Braun,sampsonjared@bernard.com,068-626-8761x53461,30-08-2023,1,5
965,Sheila,Arnold,solisshawn@yahoo.com,242.065.2874,07-11-2018,7,1
966,Preston,Nicholson,jonathonpratt@hotmail.com,001-836-388-0214x4175,12-11-2016,6,4
967,Daniel,Baker,jbell@mack-valdez.com,001-299-418-8244x0583,03-06-2022,1,4
968,Eduardo,Payne,rhondaward@hood-gonzales.com,+1-481-526-9224x6318,10-11-2015,5,4
969,Jason,Whitehead,douglasvalentine@gmail.com,(491)602-1387,28-01-2017,4,4
970,Joseph,Wilson,carlospowers@miller.net,(527)085-7879,05-07-2016,7,4
971,Darrell,Thomas,nlarson@gmail.com,728.636.4615,30-04-2022,3,3
972,Dana,James,kimberlyortiz@williams.com,(898)723-3437x803,04-08-2017,5,2
973,Charles,Carter,lewing@barton.com,2541907353,16-12-2024,3,1
974,Carrie,Holden,rachelcrawford@yahoo.com,316.404.9027,26-10-2018,3,2
975,Melanie,Buchanan,zadams@miller.net,5239191270,21-01-2024,6,4
976,Jennifer,Porter,christophercastaneda@yahoo.com,7992327104,19-07-2021,5,3
977,Deborah,Jones,alec44@gmail.com,042-704-9691x4121,02-08-2020,7,1
978,Kristen,Ortiz,burkeandrew@gmail.com,414-984-0299x5723,02-10-2023,1,3
979,Gregory,Vaughn,diana76@gmail.com,(989)013-4682,15-02-2016,2,2
980,Gregory,Gill,susantucker@floyd.biz,001-395-544-2913x32998,12-09-2019,3,5
981,Anthony,Wilson,lopezruth@cooper.com,148.019.0463,05-07-2023,1,3
982,Joseph,Mitchell,phillip23@nguyen.com,586-371-0564x75963,23-01-2022,5,4
983,Sarah,Contreras,luiscastro@lee.com,530.200.2033x859,07-09-2016,7,5
984,Robert,Mclean,samuel88@hotmail.com,001-254-677-6199,01-09-2018,7,4
985,Betty,Ferguson,chelseajohnson@hotmail.com,-1891,15-02-2016,4,1
986,Erica,Palmer,courtney56@miller.com,217-028-5292,30-04-2017,4,4
987,Steven,Henry,ytorres@willis.biz,(411)443-3162x910,08-07-2022,6,2
988,Kenneth,Lynn,hartwilliam@yahoo.com,001-887-443-6614x6399,26-12-2018,1,4
989,Tracy,Ramirez,richard20@dixon-dickerson.com,(784)590-5692,07-06-2021,7,3
990,Anthony,Moore,buchananmichelle@yahoo.com,102.362.6624x8225,24-05-2025,7,3
991,Michele,Richardson,rossmonique@wheeler.com,(557)939-5051x6689,02-11-2015,2,1
992,Emily,Rodriguez,sheila59@zimmerman.com,-4048,11-04-2024,1,2
993,Alicia,Fowler,tonywilliams@simmons.com,265.678.0143,04-07-2019,2,3
994,Tara,Flores,cody95@yahoo.com,2356947518,05-06-2021,5,5
995,Brandon,Payne,john85@middleton.com,470.647.5469,11-09-2023,5,5
996,Tami,Newman,natalie51@holder-herring.biz,(680)111-3836x7670,15-12-2019,4,3
997,John,Scott,mcguiretim@yahoo.com,+1-265-378-4885x32303,28-04-2021,2,5
998,Alexander,Robbins,trosales@gmail.com,137.716.0678x258,01-07-2022,4,1
999,Christy,Conner,dcastillo@gmail.com,777.457.3072x8373,17-03-2018,1,5
1000,Kevin,Evans,hallrobert@hotmail.com,1781182656,20-10-2022,5,1
